x1_Search-Ads,x2_Brand-Search,x3_TV,x4_Video,x5_Social-Media,x6_Display-Ads,x7_Ghost-A,x8_Ghost-B,c1,y
1774.4206743400773,1835.137542120439,4978.625523429418,2260.8839681755394,2746.935507922874,1684.6029459704507,2628.016052342177,0.0,0.0,48870.61471119022
2100.2558796298035,1944.1812948939996,5354.396621130724,2228.4882092746257,3216.8722371840395,1628.2006441259787,1941.611498460104,0.0,0.0,53112.577863793806
3071.5674108462163,2519.3327395123442,5206.320454813434,2206.58310693067,3314.6966797591135,0.0,2384.6820232051555,0.0,0.0,54671.305215492124
3363.548587331449,2060.348135971835,5277.566624119483,3249.1284084193494,2980.853632579231,1937.9060072909474,2594.5367277095093,0.0,0.0,56152.610141155856
2832.291298887644,2367.7469011300577,5063.431922837665,3001.7152731148594,3310.628700916487,2023.1597625143272,2334.458745314131,1907.3995491246765,0.0,57342.58708587112
3880.6963264589094,2256.8513223662226,5498.271939032207,3114.976463380912,3091.4354656920686,1626.4530360213005,1529.8561280151841,1284.1476458206917,0.0,57849.64646501236
3855.4972341970224,1949.380177504483,4678.634125670965,3157.039921315324,3058.080859770684,1488.6406262337691,1711.3364739577864,1344.656952881658,0.0,58146.35911774574
4388.113505938623,2245.5074934899003,5430.680508952149,2381.4065168479815,3318.6758024245933,1608.2725988530726,2523.6771218189524,1674.1083815440397,3.482360780948108,59054.64606969747
4777.451630661965,2061.709334261663,5036.994669368124,2007.3023358150717,4233.8114973886095,1437.8848522003163,2149.5502262334608,1444.2315143471187,15.385002351069469,59236.654744499974
5040.962123915269,2192.539326055154,4806.579371959122,1941.9026500092689,3162.504325442937,0.0,82.40052712329611,2067.8628307544673,19.89000907569752,57921.9068567465
4909.318927154606,2504.197429461977,4319.075122366587,1924.0391261317004,3040.4642018032173,0.0,1100.075085676271,0.0,18.40523327300319,57256.650962282925
5169.462309310449,2299.0595006723,3395.9060894708505,2112.6206959750307,2781.565212619819,1935.4788008971332,1301.1650551469306,0.0,26.29688432861402,59634.69626669903
5207.138045758822,1928.0519886529703,3609.7766545061418,3002.7699836356924,2089.7833658708946,1903.8976748157115,199.60245518679608,1589.3083533662116,30.72245670828816,59923.808186682625
5114.009604049119,2334.252085559799,4299.776436092856,3293.2991703486277,2286.0696347387584,1921.011780536536,1724.5725901994228,1693.7138378459515,34.91638089124508,59673.757341200704
4124.796703568718,2095.9933732037453,4393.910639101291,3298.3586608996384,2335.358726584758,1572.5605283264701,1859.8472404334852,1167.4808048777088,15.48136343633527,59984.53577028717
4161.033730500734,1769.7527621012991,3143.9969631145623,2969.6397743469274,2676.831355805363,0.0,1974.4448241123,1100.3713281267924,14.86001546221387,59127.103961298955
4060.2583474061094,1950.8707245040273,3315.0959943690905,3007.4677289176007,2213.416695946134,1591.5967944324477,2475.103682861304,1375.7634493675234,11.855185383660178,59681.46192353891
5367.732824170593,1814.3458700151743,3036.7869817753044,2520.172870164269,2029.604669289516,1692.000442132793,1326.2369145367686,1561.7418889982173,46.44896182336723,59807.60519143639
