run_id,timestamp,phase,preset,task_type,spec_version,seed_data,seed_algo,algorithm,ci_test,alpha,max_lag,tau_min,stratum,tp,fp,fn,tn,precision,recall,f1,fdr,shd,recall_ceiling,max_abs_corr_channels,median_abs_corr_channels,condition_number,varsortability_raw,varsortability_z,pct_zero_spend,mean_r2_partial_edges,n_channels,n_controls,n_ghosts,n_periods,n_true_edges,runtime_seconds
3fc9cbf9,2026-09-04T15:30:12.705913,exploratory,causal_business,preset,fallback,2025,2025,granger,granger,0.05,3,1,overall,1,7,8,56,0.125,0.1111111111111111,0.11764705882352941,0.875,15,1.0,0.8665277645050369,0.138471341896434,4.795346773603061,0.7777777777777778,0.6666666666666666,0.24278846153846154,0.2953321802982507,8,1,2,156,9,0.6113005990000602
3fc9cbf9,2026-09-04T15:30:12.705954,exploratory,causal_business,preset,fallback,2025,2025,granger,granger,0.05,3,1,channel_to_y,0,0,6,0,,0.0,,,6,1.0,0.8665277645050369,0.138471341896434,4.795346773603061,0.7777777777777778,0.6666666666666666,0.24278846153846154,0.2953321802982507,8,1,2,156,9,0.6113005990000602
3fc9cbf9,2026-09-04T15:30:12.705970,exploratory,causal_business,preset,fallback,2025,2025,granger,granger,0.05,3,1,ghost_to_y,0,0,0,2,,,,,0,1.0,0.8665277645050369,0.138471341896434,4.795346773603061,0.7777777777777778,0.6666666666666666,0.24278846153846154,0.2953321802982507,8,1,2,156,9,0.6113005990000602
3fc9cbf9,2026-09-04T15:30:12.705982,exploratory,causal_business,preset,fallback,2025,2025,granger,granger,0.05,3,1,channel_to_channel,1,7,2,46,0.125,0.3333333333333333,0.18181818181818182,0.875,9,1.0,0.8665277645050369,0.138471341896434,4.795346773603061,0.7777777777777778,0.6666666666666666,0.24278846153846154,0.2953321802982507,8,1,2,156,9,0.6113005990000602
e74dc39b,2026-09-04T15:30:18.048746,exploratory,causal_business,preset,fallback,2025,2025,lpcmci,lpcmci,0.05,3,1,overall,1,2,8,61,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.6666666666666666,10,1.0,0.8665277645050369,0.138471341896434,4.795346773603061,0.7777777777777778,0.6666666666666666,0.24278846153846154,0.2953321802982507,8,1,2,156,9,5.342258087999653
e74dc39b,2026-09-04T15:30:18.048792,exploratory,causal_business,preset,fallback,2025,2025,lpcmci,lpcmci,0.05,3,1,channel_to_y,0,0,6,0,,0.0,,,6,1.0,0.8665277645050369,0.138471341896434,4.795346773603061,0.7777777777777778,0.6666666666666666,0.24278846153846154,0.2953321802982507,8,1,2,156,9,5.342258087999653
e74dc39b,2026-09-04T15:30:18.048805,exploratory,causal_business,preset,fallback,2025,2025,lpcmci,lpcmci,0.05,3,1,ghost_to_y,0,1,0,1,0.0,,,1.0,1,1.0,0.8665277645050369,0.138471341896434,4.795346773603061,0.7777777777777778,0.6666666666666666,0.24278846153846154,0.2953321802982507,8,1,2,156,9,5.342258087999653
e74dc39b,2026-09-04T15:30:18.048816,exploratory,causal_business,preset,fallback,2025,2025,lpcmci,lpcmci,0.05,3,1,channel_to_channel,1,1,2,52,0.5,0.3333333333333333,0.4,0.5,3,1.0,0.8665277645050369,0.138471341896434,4.795346773603061,0.7777777777777778,0.6666666666666666,0.24278846153846154,0.2953321802982507,8,1,2,156,9,5.342258087999653
9d3d65c7,2026-09-04T15:30:18.054979,exploratory,causal_business,preset,fallback,2025,2025,dynotears,dynotears,0.05,3,1,overall,9,47,0,16,0.16071428571428573,1.0,0.27692307692307694,0.8392857142857143,47,1.0,0.8665277645050369,0.138471341896434,4.795346773603061,0.7777777777777778,0.6666666666666666,0.24278846153846154,0.2953321802982507,8,1,2,156,9,0.005695757000466983
9d3d65c7,2026-09-04T15:30:18.055011,exploratory,causal_business,preset,fallback,2025,2025,dynotears,dynotears,0.05,3,1,channel_to_y,6,0,0,0,1.0,1.0,1.0,0.0,0,1.0,0.8665277645050369,0.138471341896434,4.795346773603061,0.7777777777777778,0.6666666666666666,0.24278846153846154,0.2953321802982507,8,1,2,156,9,0.005695757000466983
9d3d65c7,2026-09-04T15:30:18.055024,exploratory,causal_business,preset,fallback,2025,2025,dynotears,dynotears,0.05,3,1,ghost_to_y,0,2,0,0,0.0,,,1.0,2,1.0,0.8665277645050369,0.138471341896434,4.795346773603061,0.7777777777777778,0.6666666666666666,0.24278846153846154,0.2953321802982507,8,1,2,156,9,0.005695757000466983
9d3d65c7,2026-09-04T15:30:18.055034,exploratory,causal_business,preset,fallback,2025,2025,dynotears,dynotears,0.05,3,1,channel_to_channel,3,45,0,8,0.0625,1.0,0.11764705882352941,0.9375,45,1.0,0.8665277645050369,0.138471341896434,4.795346773603061,0.7777777777777778,0.6666666666666666,0.24278846153846154,0.2953321802982507,8,1,2,156,9,0.005695757000466983
