   , time      , geo     , x1_TV                , x2_OOH               , x3_Radio             , x4_Podcast          , x5_Video             , x6_Social-Paid     , x7_Social-Organic    , x8_Display        , x9_Programmatic   , x10_Native-Ads       , x11_Paid-Search     , x12_Brand-Search       , x13_Shopping-Ads    , x14_Retargeting   , x15_Affiliate       , x16_CTV              , x17_Streaming-Audio  , x18_Influencer     , x19_Email            , x20_Push-Notif    , c1                   , c1_effect, c2                  , c2_effect           , c3                   , c3_effect           , c4                   , c4_effect, c5                  , c5_effect            , c6                    , c6_effect             , c7                 , c7_effect, c8                 , c8_effect          , c9                  , c9_effect            , c10                , c10_effect         , y                 , population
  0, 2020-01-05, national,    0.0               ,   0.0                ,   0.0                ,    0.0              ,     0.0              ,   0.0              ,     0.0              , 2368.045231110476 , 1786.4082540538493,    27.728844734754187,     0.0             ,   0.0                  ,  10.286431194792586 , 1687.8104965653695,    0.0              ,     0.0              ,     0.0              ,  816.1791541184328 ,  2.684012927596491   ,   0.0             ,   0.0                ,       0.0, 0.0                 , 0.0                 ,  0.0                 , 0.0                 ,   0.0                ,       0.0, 0.0                 , 0.0                  , 0.0                   , 0.0                   , 0.6843184294367941 ,       0.0, 0.0                , 0.0                , 0.8322015154946414  , 0.08322015154946415  , 0.0                , 0.0                , 118875.38688262772,          1
  1, 2020-01-12, national,   15.28513620508413  ,   0.0                ,  64.22505659094332   ,    0.0              ,   393.5454595359811  ,  27.373405584643038,   117.4041992488499  , 2657.360520534812 , 2170.351600849587 ,     0.0              ,   834.5889771611829 ,   0.0                  , 285.4489941240474   , 1632.2073007767908,   66.58122627116293 ,     0.0              ,   233.1559979328196  ,  955.3407427794673 ,  0.0                 , 393.87198300270046,   0.5062988955969232 ,       0.0, 0.0                 , 0.0                 ,  2.643432332905309   , 0.7930296998715927  ,   0.0                ,       0.0, 0.14968432306584006 , 0.022452648459876007 , 0.0027062036959867317 , 0.0005412407391973464 , 0.6120464082276951 ,       0.0, 0.0                , 0.0                , 0.0                 , 0.0                  , 0.0                , 0.0                , 189420.65239987656,          1
  2, 2020-01-19, national,    0.0               ,   0.0                ,   0.0                ,   94.86788695953696 ,     0.0              ,   1.728586521393053,    74.12299138663376 , 2425.954763094439 , 2231.9917831642774,     0.0              ,   382.62833653619435,   0.0                  , 106.65981385742177  , 1745.5568694870083,    0.0              ,     0.0              ,   306.7506564174433  , 1265.8694589908237 ,  3.394849314265939   , 439.8255211853711 ,   0.0                ,       0.0, 2.347274522574007   , 0.5868186306435017  ,  0.0                 , 0.0                 ,  42.771158942046384  ,       0.0, 0.0                 , 0.0                  , 0.0002514717310504781 , 5.029434621009562e-05 , 0.4139050921330447 ,       0.0, 0.0                , 0.0                , 0.3030554450010189  , 0.03030554450010189  , 0.0                , 0.0                , 197105.7590720065 ,          1
  3, 2020-01-26, national,    0.0               ,   0.0                ,  12.562123118539487  ,  625.3326101726325  ,  1572.4087456749905  ,   0.0              ,    51.45288539544475 , 2664.9443380309167, 1754.1552173575906,   475.4838981512495  ,   872.2384354748692 ,   0.0                  ,   4.963285938036615 , 2394.4534519518866,  116.41139234216021 ,     0.0              ,   406.61498694028325 ,  969.184483500316  ,  0.0                 , 419.948664010085  ,   0.0                ,       0.0, 0.17868795431905116 , 0.04467198857976279 ,  0.9408737279363268  , 0.28226211838089804 , 212.5771981081447    ,       0.0, 0.3611857335047836  , 0.05417786002571754  , 0.0                   , 0.0                   , 0.2982313285280821 ,       0.0, 0.0                , 0.0                , 0.5760778225101453  , 0.05760778225101453  , 0.0                , 0.0                , 206886.93615911595,          1
  4, 2020-02-02, national,    4.329823001206261 ,   0.0                ,  13.236752083448438  ,  579.1889001847014  ,  2157.1130849108263  ,   0.0              ,   294.8426731521273  , 2739.0472064204564, 2230.705718258687 ,   760.1141246071692  ,   831.0805602487561 ,   0.18335663900274055  ,   0.0               ,    0.0            ,    0.0              ,     0.0              ,    68.68366869593211 ,    0.0             ,  0.48031625735128847 , 440.24404044341264,   2.947223964106378  ,       0.0, 0.3175538678937284  , 0.0793884669734321  ,  1.967525183672664   , 0.5902575551017991  , 127.14002755551928   ,       0.0, 0.3155982263294843  , 0.04733973394942265  , 0.0                   , 0.0                   , 1.1816194135606004 ,       0.0, 0.0                , 0.0                , 0.3224575447178159  , 0.032245754471781594 , 0.0                , 0.0                , 203758.21449821757,          1
  5, 2020-02-09, national,    0.0               ,   0.0                ,   0.0                ,  387.6001978261833  ,  2389.4838723165235  ,   0.0              ,   506.19367506       ,    0.0            , 2205.094095173756 ,   654.3188169573218  ,  1569.9152176689245 ,   0.0                  ,   0.0               , 1872.5907216786804,  118.27902956690552 ,     0.0              ,     0.0              , 1961.5243158450303 ,  0.09197325089564923 , 415.24341106808834,   0.0                ,       0.0, 0.0                 , 0.0                 ,  1.779541484427193   , 0.5338624453281579  ,  37.440205756320985  ,       0.0, 0.15193151162885152 , 0.022789726744327728 , 0.00020460240886163773, 4.092048177232755e-05 , 0.6978479821849952 ,       0.0, 0.0                , 0.0                , 0.12600885781137378 , 0.012600885781137378 , 0.0                , 0.0                , 206265.49183622832,          1
  6, 2020-02-16, national,    0.0               ,   0.0                ,   0.0                ,  445.60158837135407 ,  2612.4198126160013  ,   0.0              ,   632.5762547212943  , 2515.8964768370174, 2114.275446677656 ,   399.6494565765209  ,  1809.5175524857148 ,   0.0                  ,   0.0               , 1950.0890946117515,   60.662634664976146,   899.29095869393    ,     0.0              ,  346.14556126245157,  0.0                 , 458.7451450039597 ,   0.0                ,       0.0, 0.5385453057916778  , 0.13463632644791945 ,  0.0                 , 0.0                 ,   0.0                ,       0.0, 0.0                 , 0.0                  , 0.0                   , 0.0                   , 0.0                ,       0.0, 0.0                , 0.0                , 0.0                 , 0.0                  , 0.0                , 0.0                , 208707.71721199824,          1
  7, 2020-02-23, national,    0.0               ,   0.0                ,   0.0                ,  119.37647226177312 ,  1338.4247254464497  ,   0.0              ,   723.2631588475101  , 2335.9272764651078,    0.0            ,   933.4500323597535  ,  2946.0924336944895 ,   0.0                  ,   0.0               , 1999.979903489374 ,  173.95392113029587 ,  1227.4239512415822  ,     0.0              , 1943.9025935960412 ,  0.0                 , 455.65208824229   ,   4.78286481153715   ,       0.0, 1.2301434755185399  , 0.30753586887963497 ,  0.0                 , 0.0                 ,   0.0                ,       0.0, 0.0                 , 0.0                  , 0.0                   , 0.0                   , 0.0                ,       0.0, 0.9709769780295763 , 0.3398419423103517 , 0.0                 , 0.0                  , 0.0                , 0.0                , 210622.99264629418,          1
  8, 2020-03-01, national,    0.0               ,   0.0                ,   0.0                ,  434.83714463287606 ,  1387.843735967764   ,   0.0              ,   530.2206958602042  , 2379.6429441102946, 2164.3968831551656,   318.8685986285389  ,  2211.480170579757  ,   0.0                  ,   0.0               , 2101.8612832227273,  324.6289296694546  ,   696.9576627359583  ,     0.0              , 1494.8516326993456 ,  0.0                 , 446.91838426040044,  11.859673607249823  ,       0.0, 0.0                 , 0.0                 ,  1.3961537908206878  , 0.41884613724620634 ,   0.0                ,       0.0, 0.0                 , 0.0                  , 0.0                   , 0.0                   , 0.0                ,       0.0, 0.0                , 0.0                , 0.0                 , 0.0                  , 0.0                , 0.0                , 214357.95900639019,          1
  9, 2020-03-08, national,    0.0               ,   0.0                ,   0.0                ,    0.0              ,   561.433781942738   ,   0.0              ,   461.89979442757294 , 2253.3191452337005, 2268.4152355954757,   938.7825307963652  ,   334.05346089551796,   0.0                  ,   0.0               , 1840.5267572425826,  389.92983998112504 ,  1132.940618315209   ,     0.0              , 1420.048357115459  ,  0.0                 ,   0.0             ,  15.26877925803454   ,       0.0, 0.0                 , 0.0                 ,  3.101040231021534   , 0.9303120693064602  ,   0.0                ,       0.0, 0.0                 , 0.0                  , 0.0                   , 0.0                   , 0.0                ,       0.0, 0.0                , 0.0                , 0.0                 , 0.0                  , 0.0                , 0.0                , 203008.6822563678 ,          1
 10, 2020-03-15, national,    0.0               ,   0.0                ,   0.0                ,   38.677901142635655,    11.522819592326705,   0.0              ,   285.81787378397485 , 2039.7089835050463,    0.0            ,   789.1714307967361  ,  1482.4161546496769 ,   0.0                  ,   0.0               ,    0.0            ,  459.95196841638233 ,  1912.7974069277534  ,   218.58835336184427 , 1236.2584698372136 ,  0.0                 , 394.1053540759166 ,  11.220441889806429  ,       0.0, 0.0                 , 0.0                 ,  4.288759353547127   , 1.286627806064138   ,   0.0                ,       0.0, 0.0                 , 0.0                  , 0.0                   , 0.0                   , 0.0                ,       0.0, 1.1667876252509934 , 0.4083756688378477 , 0.0                 , 0.0                  , 1.3171619325679622 , 0.592722869655583  , 198256.4902027866 ,          1
 11, 2020-03-22, national,    0.0               ,   0.0                ,   0.0                ,    0.0              ,     0.0              ,   0.0              ,   116.40121338234724 , 2813.5314146889664, 1387.2939069066372,   987.9426744534744  ,  1897.9559964602709 ,   0.0                  ,   0.0               , 1522.0142770206999,  419.50456430366836 ,   921.6293602656077  ,   267.88323206651876 , 1691.7630903359607 ,  0.0                 , 421.0814487314921 ,   0.0                ,       0.0, 0.0                 , 0.0                 ,  8.613892694334137   , 2.584167808300241   ,   0.0                ,       0.0, 0.0                 , 0.0                  , 0.0                   , 0.0                   , 0.0                ,       0.0, 0.6841913902168499 , 0.23946698657589746, 0.0                 , 0.0                  , 0.6753602641701177 , 0.303912118876553  , 200963.1537152463 ,          1
 12, 2020-03-29, national,    0.0               ,   0.0                ,   0.0                ,    0.0              ,  1375.247804771452   ,   0.0              ,    46.560470072687366, 2613.8880125740648, 1544.8265345462444,   479.7485841678849  ,   446.9679952833017 ,   0.0                  ,   0.0               , 1724.6720981426238,  199.66394931238645 ,   745.6109745328174  ,   836.8289355396251  ,    0.0             ,  0.0                 , 460.4056606397414 ,   3.9524011024811156 ,       0.0, 1.7692915840793697  , 0.4423228960198424  , 10.09996983170345    , 3.0299909495110353  ,   0.0                ,       0.0, 0.0                 , 0.0                  , 0.0                   , 0.0                   , 0.0                ,       0.0, 0.0                , 0.0                , 0.0                 , 0.0                  , 1.1465647440559779 , 0.51595413482519   , 193816.9933982355 ,          1
 13, 2020-04-05, national,    0.0               ,   0.0                ,   0.0                ,    0.0              ,  2553.5275569431537  ,   0.0              ,   266.1687875398482  , 2091.0616846084113, 2317.113214803805 ,   944.5426681728694  ,  2136.4478296676125 ,   0.0                  ,   0.0               , 2264.9073211629875,  376.5108748050111  ,   293.2226412955371  ,   942.4249827284218  , 1664.2608253793687 ,  0.0                 , 372.834443626214  ,   3.325853336828882  ,       0.0, 0.5946768682399399  , 0.14866921705998498 ,  6.6063517303734125  , 1.9819055191120236  ,   0.0                ,       0.0, 0.0                 , 0.0                  , 0.0                   , 0.0                   , 0.0                ,       0.0, 0.0                , 0.0                , 0.0                 , 0.0                  , 1.4492524369552064 , 0.6521635966298429 , 205599.91198049212,          1
 14, 2020-04-12, national,    0.0               ,   0.0                ,   0.0                ,    0.0              ,  1341.9591624595957  ,   0.0              ,   566.1024733938762  ,    0.0            ,    0.0            ,   772.2846237216112  ,   618.6247800650001 ,   0.0                  ,   0.0               , 1641.1926408157653,  153.0612810042761  ,    14.013101542017301,   428.49289410236634 , 1515.4863550738928 ,  0.0                 , 402.4576470819927 ,   0.0                ,       0.0, 0.6673734073464825  , 0.16684335183662063 ,  9.133286699890524   , 2.7399860099671574  ,   0.0                ,       0.0, 0.0                 , 0.0                  , 0.0                   , 0.0                   , 0.0                ,       0.0, 0.0                , 0.0                , 0.0                 , 0.0                  , 0.17399626977557203, 0.07829832139900741, 195347.17986379052,          1
 15, 2020-04-19, national,    0.0               ,   0.0                ,   0.0                ,    0.0              ,     0.0              ,   0.0              ,   467.99363794513687 , 2782.811679604025 , 2237.8898767072683,   850.8360497198439  ,   573.2840112793684 ,   0.0                  ,   0.0               , 1527.8123628626513,  471.2854202453589  ,   885.1236815004141  ,   308.61247818872664 , 1960.3618005846724 ,  0.0                 , 420.94243680017746,   3.7087798147147666 ,       0.0, 0.0                 , 0.0                 ,  4.715479015410813   , 1.4146437046232438  ,   0.0                ,       0.0, 0.0                 , 0.0                  , 0.0                   , 0.0                   , 0.0                ,       0.0, 0.0                , 0.0                , 0.0                 , 0.0                  , 1.2062462980066975 , 0.5428108341030139 , 199872.61738883317,          1
 16, 2020-04-26, national,    0.0               ,   9.426085281122065  ,   0.0                ,    0.0              ,   536.7476778604661  ,   0.0              ,   187.19745494875548 , 2498.7816150694252, 1835.2413204372447,   604.9841655741799  ,   579.0262568839389 ,   0.0                  ,   0.0               , 1554.1979012597835,  232.47391884116817 ,  3087.3980219868176  ,   427.2474250386397  , 2361.1568167539053 ,  0.0                 ,   0.0             ,   0.3340031650855287 ,       0.0, 0.0                 , 0.0                 ,  4.226955107904549   , 1.2680865323713646  ,   0.0                ,       0.0, 0.0                 , 0.0                  , 0.0                   , 0.0                   , 0.0                ,       0.0, 0.0                , 0.0                , 0.0                 , 0.0                  , 0.0                , 0.0                , 199552.89701988577,          1
 17, 2020-05-03, national,    0.0               ,  26.494818168631586  ,   0.0                ,  201.96787978626617 ,     0.0              ,  39.832846175837815,   180.71304779002608 , 1992.50432087824  , 1570.690396588576 ,  1092.6078590827483  ,  3000.362793762709  ,   0.0                  ,   0.0               ,    0.0            ,  294.20623611608164 ,  2397.2306474924826  ,     0.0              , 1183.5048464454521 ,  0.0                 , 428.61402004333956,   0.0                ,       0.0, 0.0                 , 0.0                 ,  4.846454335185966   , 1.4539363005557897  ,   0.0                ,       0.0, 0.0                 , 0.0                  , 0.0                   , 0.0                   , 0.0                ,       0.0, 0.0                , 0.0                , 0.0                 , 0.0                  , 0.0                , 0.0                , 222450.7314653125 ,          1
