x10_Native-Ads,x11_Paid-Search,x12_Brand-Search,x13_Shopping-Ads,x14_Retargeting,x15_Affiliate,x16_CTV,x17_Streaming-Audio,x18_Influencer,x19_Email,x1_TV,x20_Push-Notif,x21_Ghost-A,x22_Ghost-B,x2_OOH,x3_Radio,x4_Podcast,x5_Video,x6_Social-Paid,x7_Social-Organic,x8_Display,x9_Programmatic,c1,c10,c2,c3,c4,c5,c6,c7,c8,c9,y
1539.9461046709994,5441.264340779524,2833.6116758867033,3981.6665747980314,1760.5951631147016,1337.2190715318056,1421.7409529724655,729.9922014236828,1447.1660891814652,712.250780079329,9054.164904903104,0.0,2044.2008904174133,1473.7594201841619,3444.9601012330213,1985.0216299232318,1238.9454023326095,3613.3829128358234,3179.2911354681737,2638.1648234767526,0.0,2102.602200831673,88.89373062127311,0.0,0.0,95.87777776468866,6118.007619888601,86.25212773561945,1.2660394024581498,0.0,0.0,23.418510348436413,368778.734614534
1532.5989203366794,5334.337467392788,2718.835701496614,3493.251521312379,1318.7877313446702,1253.1537015770684,2000.4712462506195,897.2924194914573,1027.7105655233524,757.8405786889093,10317.36743225706,396.79398817219595,989.7902416679905,1634.4909177520065,2917.554945659401,2276.739808262975,1218.0545056781016,3821.0730107180366,3646.6611558438476,3177.6634266763904,0.0,2523.534222567734,94.35560969813909,0.0,0.0,96.59336628705108,5931.246332506407,88.1310635443992,1.280762335315267,0.0,0.0,22.8764315880294,415776.027305864
1348.7520445435691,7065.744022034638,2627.498025421832,3619.4521145365766,2081.564042070947,1265.131350569552,1750.0509338746801,612.8050013216073,1772.2287953317123,714.3607220993493,9747.426926505312,459.80212004800694,1502.8842158216264,1459.8703047635265,3457.582436998503,2231.072649050965,1203.3660965685826,4068.953039658396,3950.968245470983,4012.057282049165,0.0,0.0,95.95408168693272,0.0,0.0,97.23930680163438,5893.709471678201,88.30093024038125,1.285288057432617,0.0,0.0,23.65439249746274,430392.6967703912
1371.4928766090004,8576.22438663579,3448.4080243584062,4478.982133989033,1507.6256816505975,1296.1860162778041,2306.5154736511454,909.1546710842302,1114.8789515226167,731.6884746310484,9131.01997425713,397.64330632419734,1517.404257091716,1659.3378346375093,2554.5763378577753,2331.6370172229927,1818.0225083655168,3676.0876014567266,3579.5620171622254,4443.827241879665,0.0,2851.7229977444504,94.7218933034438,0.0,0.0,99.10725157996514,7795.591222663952,85.38827586743876,1.2601893786949483,0.0,0.0,21.98829982520528,437751.1133413208
1697.3517317563526,10421.960786486745,3657.0861909178384,4123.885358854996,1819.660593480839,1158.1681286522069,1898.7552196860047,588.315684664374,1687.554146269187,686.3359872346686,8025.398257800251,427.42054664411654,489.87758971038215,1483.3475974017915,3025.176006254803,2248.713816810324,1670.0049069277202,3867.3810921134614,3835.618246898653,4235.727246700431,2758.2253087124955,2743.80134641565,87.8959920842459,0.0,0.0,100.34967549972063,5924.3667589277575,86.96084872170896,1.2552696746118344,0.0,0.0,22.002817750665137,456713.7795713413
1746.977798056919,10789.620832682656,3739.311230192142,3560.7199532874765,1717.8892685153482,1087.5940662644014,1591.327924018112,796.4303512556371,1436.0243546745637,647.0157973744986,9789.53159566564,429.2731523992137,1213.9551516183217,1183.5908362321345,2771.7282821093922,2590.4394649849264,1735.2321105221351,3684.107508432634,3407.0817996258734,3686.0569194232103,2030.6618081505394,1610.8083078198918,99.75415147477976,0.0,1.7191428350550408,104.73639468480104,6375.670588996458,84.95360668216765,1.2207584153319329,0.0,0.0,22.97589044610575,457908.10813179135
1900.830620425867,10049.341151070646,3781.0690702551337,3010.831587508505,1430.2954225401522,1490.093109683868,1321.641184487582,902.7875412514372,0.0,742.3299334761242,8506.132368976778,423.9616139601682,1616.6020679389587,0.0,2291.240374850423,2115.4136028052617,1758.3644227605341,3572.304945873462,3449.9949331278763,3746.478806726605,1937.877047850772,1447.6766830486176,101.02935930542944,0.0,0.33865679240943836,104.55592883138526,6217.767598931729,84.33983522311392,1.2009586897827327,0.0,0.0,20.210835807622697,456155.4072426379
1906.617921008652,10338.387056867517,3290.540243888584,4037.29237063968,0.0,1525.543620128714,2032.980588798141,1047.3345443152461,881.9139464341893,663.0518481869887,8841.517279974212,406.75059046079235,1445.3002475071619,1660.2353165850486,2754.6597872511056,2664.701486853821,1298.0422841658115,4055.1782999796637,3870.930811595863,4296.945147939807,2318.630902520288,2867.473581646934,107.65553248843688,0.712878513053941,0.0,109.74655222881908,4631.150625747214,86.06670235733395,1.1926218107168438,0.0,0.0,21.072392313228267,459929.3869404725
1531.649309136305,9138.944512747212,3488.4422658615886,3461.766967073178,1352.3024652507038,1534.1125411740838,1575.3674943885371,1045.3686607037896,1133.7251641501462,626.5393833961098,8788.360129724831,0.0,2213.624497895199,1764.5011710382203,2392.677315107999,2466.3981840026618,1075.1199683351958,6278.672809234344,3676.0835761690914,4111.846238997143,2575.762469886041,2017.6028442179077,115.0677770013313,1.2691475491660122,0.0,112.49281654496583,4835.294032913181,93.61019524670982,1.1582414881866925,0.0,1.7926415218567948,18.650533091031686,458995.22019000334
1723.9910640746962,10625.06383719398,4077.76545552909,2648.459413857773,1954.1722604980089,1541.671507431629,2138.9553049726164,858.9858163515217,1365.554589610409,621.7841276466471,8189.845857700017,439.9148103283883,1125.486642888894,1579.98544343297,2327.428422896417,2372.788808531004,1034.7158558536473,6163.421819105317,3588.701168604805,2952.1951550916447,2484.32598129476,1730.1027522473157,118.80805048002708,1.1763199671722375,0.0,114.41954428077807,5083.280333485709,85.28628284026054,1.1257604440329,1.4807128215378849,2.056017543964169,18.442875508586315,462222.912320458
