x10_Native-Ads,x11_Paid-Search,x12_Brand-Search,x13_Shopping-Ads,x14_Retargeting,x15_Affiliate,x16_CTV,x17_Streaming-Audio,x18_Influencer,x19_Email,x1_TV,x20_Push-Notif,x21_Ghost-A,x22_Ghost-B,x2_OOH,x3_Radio,x4_Podcast,x5_Video,x6_Social-Paid,x7_Social-Organic,x8_Display,x9_Programmatic,c1,c10,c2,c3,c4,c5,c6,c7,c8,c9,y
39.94610467099935,441.2643407795243,0.0,42.1161684352487,1760.5951631147016,137.21907153180572,0.0,0.0,1447.1660891814652,3.3375244173182623,0.0,0.0,0.0,1473.7594201841619,7.378639255911746,0.0,38.945402332609525,0.0,0.0,91.15192424629548,0.0,2102.602200831673,0.0,0.0,0.0,0.0,23.981611997691434,0.0,0.0,0.0,0.0,0.0,153752.8230120103
0.0,5.474343923453975,0.0,0.0,1318.7877313446702,0.0,392.3816433811916,142.35096715363116,1027.7105655233524,9.583604757066315,4.00351252126548,396.79398817219595,0.0,1634.4909177520065,0.0,0.0,0.0,68.1131640263068,0.0,0.0,0.0,2523.534222567734,0.1326107887315362,0.0,0.0,0.0,0.0,0.027562777773583753,0.0,0.0,0.0,0.0,175276.0890302771
0.0,0.0,22.102871804897806,0.0,2081.564042070947,0.0,537.6522136140238,0.0,1772.2287953317123,3.9964836664912906,0.0,459.80212004800694,0.0,1459.8703047635265,0.0,0.0,51.30124302495537,217.14316925026296,1.1759004675773075,12.260369524735225,0.0,0.0,0.0,0.0,0.0,0.0,25.200021264867352,0.07569956990577639,0.00017106793467672418,0.0,0.0,0.0,185488.06992533314
0.0,815.5438728003669,2.017240417328408,0.0,1507.6256816505975,0.0,904.3028435114182,101.69641765044294,1114.8789515226167,5.117081955565502,0.0,397.64330632419734,0.0,1659.3378346375093,0.0,0.0,66.74732724619281,0.0,2.427599918217409,44.1310263310507,0.0,2851.7229977444504,0.0,0.0,0.0,0.0,25.72253971405031,0.0,0.001139467181210963,0.0,0.0,0.21371715534392438,198030.16114156359
226.4389076334699,304.6452596006869,0.6198056974965868,5.1667291193783935,1819.660593480839,368.6035295913798,1668.9870890646012,303.6030829362031,1687.554146269187,0.0,4.140770337978421,427.42054664411654,0.0,1483.3475974017915,0.0,2.061133582921407,79.00900076911336,139.80872588861536,0.0,17.936667119800905,2758.2253087124955,2743.80134641565,2.8185395953947707,0.0,0.0,0.3063691308672483,20.41870107503982,0.025592662266633676,0.0,0.0,0.0,0.21418517895293893,230330.66166316508
0.0,478.9127176138519,0.371883418497952,17.666083531942416,1717.8892685153482,341.10416500633113,924.7346640431791,0.0,1436.0243546745637,2.4232011539262346,0.0,429.2731523992137,0.0,1183.5908362321345,0.0,0.0,638.8750282349268,0.0,0.0,32.323202517379904,2030.6618081505394,1610.8083078198918,0.0,0.0,1.7191428350550408,1.2939571443028375,75.32246675777483,0.0,0.0010510404488328492,0.0,0.0,0.0,235261.1117598556
139.92799766951038,286.8704481178437,0.22313005109877118,0.0,1430.2954225401522,169.7250175700113,1751.4793321910681,133.81371933524264,0.0,0.0,0.0,423.9616139601682,0.0,0.0,0.0,0.0,609.049162809149,723.525427040638,0.0,12.923318760280038,1937.877047850772,1447.6766830486176,0.0,0.0,0.33865679240943836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229707.29324236637
96.75240120652171,418.2209049835294,0.1338780306592627,0.0,0.0,355.9841273066456,565.065168377677,0.0,881.9139464341893,0.0,0.0,406.75059046079235,0.0,1660.2353165850486,0.0,0.0,742.6574631645396,280.0629703096577,0.0,135.4018175850917,2318.630902520288,2867.473581646934,0.0,0.712878513053941,0.0,4.476525986493193,0.0,0.0,0.0,0.0,0.0,0.0,228691.36022376415
353.5611451712472,877.1734614455572,0.08032681839555762,0.0,1352.3024652507038,226.05454098942226,378.8839996724275,0.0,1133.7251641501462,0.0,0.0,0.0,0.0,1764.5011710382203,0.0,0.0,605.617213317438,399.1832213248143,0.0,104.57133131455775,2575.762469886041,2017.6028442179077,0.0,1.2691475491660122,0.0,4.440353150988874,0.0,0.0,0.0,0.0,1.7926415218567948,0.0,229178.72702296212
464.7654662513235,380.2405686678672,0.04819609103733457,0.0,1954.1722604980089,232.3497065666307,0.0,2.8226385434411347,1365.554589610409,0.0,0.0,439.9148103283883,0.0,1579.98544343297,0.0,0.0,418.5980082828148,0.0,0.0,113.68125673296362,2484.32598129476,1730.1027522473157,0.0,1.1763199671722375,0.0,4.1220779331768,0.0,0.0,0.0,1.4807128215378849,2.056017543964169,0.0,224059.20159394626
592.0524583598605,1058.900468818983,0.028917654622400743,0.0,1290.8054860098173,346.78179581294813,77.62191954386932,0.0,1401.148437351628,0.0,0.0,453.79646231913034,0.0,1245.0372756911352,0.0,0.0,234.57250225709743,0.0,0.0,45.47241322222133,0.0,0.0,0.0,0.0,1.3573917535148903,3.6539598519052716,0.0,0.0,0.0,0.3788060654792732,0.0,0.0,218944.55882007733
469.2438373056074,106.28937368513489,0.017350592773440445,0.0,2125.6308730366745,134.36665977468772,598.6855895713886,0.0,0.0,0.0,0.0,474.21004968591745,0.0,1908.574796009636,0.0,0.0,575.991028984573,1260.9739099328026,0.0,18.18893397405109,2153.548947032042,1969.2819231551055,7.185814377658131,0.0,1.1324034101090956,4.79575400324987,0.0,0.0,0.0,0.154116833140736,0.0,0.0,224805.72137053724
