,x10_Native-Ads,x11_Paid-Search,x12_Brand-Search,x13_Shopping-Ads,x14_Retargeting,x15_Affiliate,x16_CTV,x17_Streaming-Audio,x18_Influencer,x19_Email,x1_TV,x20_Push-Notif,x21_Ghost-A,x22_Ghost-B,x2_OOH,x3_Radio,x4_Podcast,x5_Video,x6_Social-Paid,x7_Social-Organic,x8_Display,x9_Programmatic
x10_Native-Ads,1.0,0.023155701379620967,-0.004258152758969596,0.06280877183631207,0.006472202721565817,0.04263846784276886,0.23171699906478663,0.08570073706304601,0.016238269470728955,-0.09699268981450615,0.08261143666928257,-0.0027565070414259235,0.40171775854686903,-0.13685709446864483,0.28420796357434225,-0.056875341078781796,-0.17946707925394856,-0.16039880198740797,0.06273067735958332,-0.09727153110556454,-0.06978654028056025,-0.04404701664107658
x11_Paid-Search,0.023155701379620967,1.0,-0.06716161781879697,0.10900301055093015,0.03196898866827038,0.06196539454525036,-0.053296886261566576,0.23946946538733177,0.03199940390509779,0.2427826821038791,0.11006012122752473,-0.03500047284527895,0.22072661279727587,0.025434712765300974,0.01576155361520782,0.21312834513398188,-0.151164448574053,0.008008346318072035,0.13925419230524977,0.11418044349441749,-0.025927776339137187,-0.10513278654423128
x12_Brand-Search,-0.004258152758969596,-0.06716161781879697,1.0,0.6174169546773088,-0.09397875837349082,-0.13985770332775804,0.022190457093498053,-0.0858349571638716,0.07610222159699258,0.382726759431493,0.588752454306411,-0.058062353522107396,-0.03431884712572087,0.07595716058180081,0.4594913431640853,0.46648754056680736,0.1194558278504425,0.015298608650399089,0.410927616243955,0.11557922647777776,-0.05482230376940265,0.020817427039546595
x13_Shopping-Ads,0.06280877183631207,0.10900301055093015,0.6174169546773088,1.0,0.01577965975190401,0.056402037478877357,-0.027850102980994287,-0.00017215874325016034,0.06815327639654166,0.4240342795486319,0.43970410128487,0.026546187875468516,0.05716198575096454,0.12118489081859962,0.48958194522568244,0.4268134328959256,-0.12300500930290896,0.03206111765437425,0.35034315497164287,0.14501920749290775,0.0079630292776682,0.00881345185484052
x14_Retargeting,0.006472202721565817,0.03196898866827038,-0.09397875837349082,0.01577965975190401,1.0,-0.010265964749063196,0.016868871670513968,-0.02558220896492307,-0.06400797612689146,-0.07221654788223014,-0.049710833951742285,-0.0470555557617933,-0.018434170786854633,-0.05777489968652099,-0.07876621349288232,-0.011066924066936065,-0.14925473325892352,-0.02409516223952002,0.03460867870239108,0.01251677899787924,0.003897307704909654,-0.15504400845898786
x15_Affiliate,0.04263846784276886,0.06196539454525036,-0.13985770332775804,0.056402037478877357,-0.010265964749063196,1.0,0.07995440370062733,0.10526649497162746,0.019733461697388443,-0.03444716625337642,0.0037601852883153647,-0.0952286548115801,0.09542389374512858,0.02486916109112092,0.13817171370199707,-0.0486844073459037,-0.07505217193629499,-0.026411525243908017,-0.061700566294331995,0.0026295037015655995,0.15019332148349043,-0.0792143829091616
x16_CTV,0.23171699906478663,-0.053296886261566576,0.022190457093498053,-0.027850102980994287,0.016868871670513968,0.07995440370062733,1.0,0.12106963054441146,-0.13903795178406936,-0.07582279612780227,0.1191649827014205,-0.07305254249685005,0.14831464723226914,-0.07977350732332895,-0.026495743621736813,0.09575658454280454,0.018488962191952743,-0.1310767336626835,-0.11814901968462223,-0.1059267643562546,-0.04400941789834789,-0.011049130550495861
x17_Streaming-Audio,0.08570073706304601,0.23946946538733177,-0.0858349571638716,-0.00017215874325016034,-0.02558220896492307,0.10526649497162746,0.12106963054441146,1.0,0.029278712554093162,0.03937405829177245,-0.11058543830783939,0.10189218050811756,0.1627867661036066,0.07925724507333878,0.04087175317145575,0.028455935890731237,-0.08671243367923172,-0.2556825000624756,-0.1365219396779366,-0.2895750093632062,0.054279795269885134,0.03194959124296019
x18_Influencer,0.016238269470728955,0.03199940390509779,0.07610222159699258,0.06815327639654166,-0.06400797612689146,0.019733461697388443,-0.13903795178406936,0.029278712554093162,1.0,-0.034320356841685634,0.03450064400030072,-0.08074948759966782,-0.14145078252952342,0.13152053130791858,0.12552881868071888,0.00439528345493013,0.08012857435621151,0.04857119971779835,-0.003542967736451726,0.0933117459373755,-0.06227944233409175,0.013232821050021507
x19_Email,-0.09699268981450615,0.2427826821038791,0.382726759431493,0.4240342795486319,-0.07221654788223014,-0.03444716625337642,-0.07582279612780227,0.03937405829177245,-0.034320356841685634,1.0,0.22814650204818504,-0.049961369342449886,0.04478672371746015,0.1415164760254793,0.2562740255784778,0.3237184456738001,-0.21878828214140658,-0.08517162039334204,0.33368218469967986,0.0032003944320977006,0.013246063313587552,0.050200728218244145
x1_TV,0.08261143666928257,0.11006012122752473,0.588752454306411,0.43970410128487,-0.049710833951742285,0.0037601852883153647,0.1191649827014205,-0.11058543830783939,0.03450064400030072,0.22814650204818504,1.0,-0.015069290410856946,0.1519403183105881,-0.010990293597791669,0.544017353996815,0.7001168554104213,0.1370799902810569,0.025828702889736464,0.5969491254373439,0.12321751999389702,-0.009784554048259734,-0.038489324895358897
x20_Push-Notif,-0.0027565070414259235,-0.03500047284527895,-0.058062353522107396,0.026546187875468516,-0.0470555557617933,-0.0952286548115801,-0.07305254249685005,0.10189218050811756,-0.08074948759966782,-0.049961369342449886,-0.015069290410856946,1.0,-0.06468039025640311,-0.05685144470341479,-0.01826645480929238,0.08918132046144105,-0.014087111873839693,-0.06978694210565117,0.06841453752093776,-0.014660035055104699,0.025892335028747444,0.08870263390994312
x21_Ghost-A,0.40171775854686903,0.22072661279727587,-0.03431884712572087,0.05716198575096454,-0.018434170786854633,0.09542389374512858,0.14831464723226914,0.1627867661036066,-0.14145078252952342,0.04478672371746015,0.1519403183105881,-0.06468039025640311,1.0,-0.2077843071004596,0.19020638744659596,0.020001659959857206,-0.10393922097199243,-0.08794461013098048,0.22606355279903553,-0.013704360295169317,-0.038621085651435426,-0.021811118518817844
x22_Ghost-B,-0.13685709446864483,0.025434712765300974,0.07595716058180081,0.12118489081859962,-0.05777489968652099,0.02486916109112092,-0.07977350732332895,0.07925724507333878,0.13152053130791858,0.1415164760254793,-0.010990293597791669,-0.05685144470341479,-0.2077843071004596,1.0,0.05486951804928509,0.030954197658050336,-0.05173364285834517,-0.03561081461277293,-0.04789636339623544,-0.0772755684525529,0.005271427779773591,0.009763296818938625
x2_OOH,0.28420796357434225,0.01576155361520782,0.4594913431640853,0.48958194522568244,-0.07876621349288232,0.13817171370199707,-0.026495743621736813,0.04087175317145575,0.12552881868071888,0.2562740255784778,0.544017353996815,-0.01826645480929238,0.19020638744659596,0.05486951804928509,1.0,0.30264387381175323,-0.04811415459337153,-0.16175437521625763,0.31436223376977895,-0.05448166074176951,0.002424236369806588,-0.02926192167104162
x3_Radio,-0.056875341078781796,0.21312834513398188,0.46648754056680736,0.4268134328959256,-0.011066924066936065,-0.0486844073459037,0.09575658454280454,0.028455935890731237,0.00439528345493013,0.3237184456738001,0.7001168554104213,0.08918132046144105,0.020001659959857206,0.030954197658050336,0.30264387381175323,1.0,-0.0015094254139509959,-0.02403908565485421,0.415440000805448,0.0914451879203649,-0.03496604963933389,-0.027264972514589727
x4_Podcast,-0.17946707925394856,-0.151164448574053,0.1194558278504425,-0.12300500930290896,-0.14925473325892352,-0.07505217193629499,0.018488962191952743,-0.08671243367923172,0.08012857435621151,-0.21878828214140658,0.1370799902810569,-0.014087111873839693,-0.10393922097199243,-0.05173364285834517,-0.04811415459337153,-0.0015094254139509959,1.0,0.36869211053793505,0.03840865327677099,0.32797261162101415,0.061338468625627626,-0.05179396619423976
x5_Video,-0.16039880198740797,0.008008346318072035,0.015298608650399089,0.03206111765437425,-0.02409516223952002,-0.026411525243908017,-0.1310767336626835,-0.2556825000624756,0.04857119971779835,-0.08517162039334204,0.025828702889736464,-0.06978694210565117,-0.08794461013098048,-0.03561081461277293,-0.16175437521625763,-0.02403908565485421,0.36869211053793505,1.0,0.0614457360291899,0.7656348302588577,0.07425903025450106,-0.06810135775263543
x6_Social-Paid,0.06273067735958332,0.13925419230524977,0.410927616243955,0.35034315497164287,0.03460867870239108,-0.061700566294331995,-0.11814901968462223,-0.1365219396779366,-0.003542967736451726,0.33368218469967986,0.5969491254373439,0.06841453752093776,0.22606355279903553,-0.04789636339623544,0.31436223376977895,0.415440000805448,0.03840865327677099,0.0614457360291899,1.0,0.17603720323415903,-0.06104732618221551,0.048782536610061586
x7_Social-Organic,-0.09727153110556454,0.11418044349441749,0.11557922647777776,0.14501920749290775,0.01251677899787924,0.0026295037015655995,-0.1059267643562546,-0.2895750093632062,0.0933117459373755,0.0032003944320977006,0.12321751999389702,-0.014660035055104699,-0.013704360295169317,-0.0772755684525529,-0.05448166074176951,0.0914451879203649,0.32797261162101415,0.7656348302588577,0.17603720323415903,1.0,0.05637654584693729,-0.12904525354617452
x8_Display,-0.06978654028056025,-0.025927776339137187,-0.05482230376940265,0.0079630292776682,0.003897307704909654,0.15019332148349043,-0.04400941789834789,0.054279795269885134,-0.06227944233409175,0.013246063313587552,-0.009784554048259734,0.025892335028747444,-0.038621085651435426,0.005271427779773591,0.002424236369806588,-0.03496604963933389,0.061338468625627626,0.07425903025450106,-0.06104732618221551,0.05637654584693729,1.0,-0.019973751053078807
x9_Programmatic,-0.04404701664107658,-0.10513278654423128,0.020817427039546595,0.00881345185484052,-0.15504400845898786,-0.0792143829091616,-0.011049130550495861,0.03194959124296019,0.013232821050021507,0.050200728218244145,-0.038489324895358897,0.08870263390994312,-0.021811118518817844,0.009763296818938625,-0.02926192167104162,-0.027264972514589727,-0.05179396619423976,-0.06810135775263543,0.048782536610061586,-0.12904525354617452,-0.019973751053078807,1.0
